label	explanation
0	The correct sentence would be "I'm even sure we got these tickets!" or "I'm even sure that we got these tickets!".
0	The correct sentence would be: "It's not that I have any sympathy for urban guerrillas; that's why I helped him." The original sentence is incorrect because the use of "that" twice in succession is awkward and confusing. The sentence needs a clearer subject after the first "that" to indicate who or what is being referred to.
1	The sentence is grammatically correct and follows the proper structure and syntax for English.
0	The sentence is not grammatically correct. It seems like it is trying to use a subordinate clause at the beginning of the sentence, but the structure is incorrect. A possible correction could be: "John whined that he was hungry."
0	The sentence is not correct. Here is the correct version: "I gave Mary a book after the party."
0	The sentence is not correct. It seems like there is a word missing or a word is in the wrong place, making the sentence awkward and not quite grammatically correct. It could be corrected to, "As for Mary, I really like her because she's so pleasant."
0	The correct sentence should be: "Though he may hate those who criticize Carter, it doesn't matter." The relative pronoun "who" is the correct form to use after the noun "those" to refer to people.
0	The sentence is grammatically incorrect. A possible correction could be: "John would be happy with no job."
1	The sentence is grammatically correct and uses the correct verb form "have" as the subject is "I", which is a singular first-person pronoun.
1	The sentence is grammatically correct and has no errors.
0	The correct sentence should be "I don't want any trouble."
1	The sentence is grammatically correct and does not contain any errors.
0	The correct phrase should be "some of them made as many as 20 errors."
0	The sentence is incorrect because the reflexive pronoun "himself" does not agree in gender with the antecedent "Sally," which is typically a female name. The correct sentence would be: "Sally kissed herself."
1	The sentence is grammatically correct and follows the proper subject-verb agreement.
1	The sentence is correct.
1	The sentence is grammatically correct and expresses a hope that the winter will be snow-free.
0	The sentence is not grammatically correct. It seems that there is a subject-verb disagreement. To correct the sentence, it should be "Blue leather shows Betsy that she is pretty."
1	The sentence is grammatically correct and makes sense semantically.
0	The correct sentence would be: "I thought that you knew the answer." The word "hit" is incorrect and should be replaced with "thought" to make the sentence grammatically correct and meaningful.
1	The sentence is grammatically correct and does not contain any errors.
1	The sentence is grammatically correct and uses the past tense verb "bought" to indicate a past action.
1	The sentence is grammatically correct and makes sense semantically.
1	The sentence is grammatically correct and makes sense.
1	The sentence is grammatically correct and uses the idiom "red cent" appropriately to mean having no money at all.
0	The correct sentence should be: "The book of poems by Blackwell takes a very long time to read." The word "from" is incorrect in this context and should be replaced with "by" to indicate the author of the book.
1	The sentence is grammatically correct and does not contain any errors.
1	The sentence is correct.
0	This sentence is not correct. It should be "The building's roof is leaking."
0	The correct sentence would be: "The panther's coat is dark black." The use of the definite article "the" before "coat" is redundant in this context as it is already implied by possession ("panther's").
1	The sentence is grammatically correct and uses proper punctuation.
0	The sentence is not correct. It contains a grammatical error. The correct sentence would be: "The man whom I saw get into the cab robbed the bank."
1	The sentence is grammatically correct and uses the present tense "eat" to indicate a general truth or a habit.
1	The sentence is grammatically correct and does not contain any errors.
1	The sentence is grammatically correct and conveys a complete thought.
1	The sentence is grammatically correct and makes sense in context.
1	The sentence is grammatically correct and makes sense semantically.
0	The sentence is not correct. It seems something is missing between 'Andy' and 'to eat'. It should be:  "Heidi thinks that Andy likes to eat salmon-flavored candy bars."
1	The sentence is grammatically correct and makes sense contextually.
1	The sentence is correct.
0	The sentence is not correct because it is missing a verb. It should be: "Did Calvin do his homework?"
1	The sentence is grammatically correct and does not contain any errors.
0	The correct sentence would be: "If I were a rich man, I'd buy a diamond ring." The subjunctive mood is used in the sentence, which is often employed to express wishes, emotions, or hypothetical situations contrary to fact.
1	The sentence is correct. It uses the subjunctive mood ("were") to express a hypothetical or counterfactual situation, and the structure of the sentence is grammatically sound.
1	The sentence is grammatically correct and has no mistakes.
1	The sentence is grammatically correct and conveys a complete thought.
0	The sentence is not correct because it is not a complete sentence. A complete sentence must have a subject and a verb, but this sentence only has a verb ("was sunk"). To make it a complete sentence, you need to add a subject. For example, "The ship was sunk."
1	The sentence is grammatically correct and does not contain any errors.
1	The sentence is grammatically correct and uses proper punctuation.
1	The sentence is grammatically correct and uses the correct verb conjugation and punctuation.
1	The sentence is grammatically correct and makes sense.
1	The sentence is grammatically correct and follows standard English syntax and structure.
1	The sentence is grammatically correct and uses the correct verb form "is" for the singular subject "Jean."
1	The sentence is correct.
1	The sentence is grammatically correct and makes sense.
1	The sentence is grammatically correct and makes sense.
1	The sentence is grammatically correct and makes sense.
0	The correct sentence would be: "Who has Peter talked to?" Here, the preposition "to" is used after the verb "talked" as it is a transitive verb and requires a preposition to connect it to the object of the sentence.
1	The sentence is grammatically correct and does not contain any errors.
0	The sentence is incorrect because the reflexive pronoun "himself" is inappropriate in this context. John is thinking about Mary, not himself, so the correct pronoun would be "her." The correct sentence would be: "John thinks that Mary loves her."
1	The sentence is correct.
1	The sentence is grammatically correct and expresses a general truth about owls.
0	This sentence is not correct. The correct sentence would be "No man ate dinner." The word "any" is not typically used in a negative sentence like this.
1	The sentence is grammatically correct and expresses a possibility with the use of "could."
1	The sentence is grammatically correct and uses a relative clause ("whoever they were") to refer to the people who attended the rally.
1	The sentence is grammatically correct and logically valid.
1	The sentence is grammatically correct and uses the correct verb form "has" to agree with the singular noun "tiger." The sentence also correctly describes the characteristic markings of a tiger's fur.
1	The sentence is grammatically correct and makes sense.
1	The sentence is grammatically correct and expresses a mandatory instruction to select any flower that the speaker or listener happens to observe.
1	The sentence is grammatically correct and structurally sound.
1	The sentence is grammatically correct and makes sense contextually.
1	The sentence is grammatically correct and expresses a coherent thought.
1	The sentence is grammatically correct and makes sense.
0	The sentence is not correct. It should be "The man whom Mary loves and Sally hates computed my tax."
0	The sentence is not correct. It should be "The kennel which Mary made and in which Fido sleeps has been stolen." or "The kennel that Mary made and Fido sleeps in has been stolen." to make the sentence structure correct.
0	This sentence is grammatically incorrect. It seems like it's trying to convey that Tom said he would eat a raw eggplant, but Bill actually did eat it. However, the way it's currently structured doesn't adhere to standard English sentence structure. To correct it, it should be rewritten as: "Tom said he would, but Bill actually ate a raw eggplant."
1	The sentence is grammatically correct and makes sense contextually.
1	The sentence is grammatically correct and makes sense semantically.
1	The sentence is correct.
1	The sentence is grammatically correct and uses the present progressive verb form "is" to describe the building's state of being tall.
1	The sentence is grammatically correct and uses the relative pronoun "which" correctly to refer to the book that was given to the speaker by the addressee.
1	The sentence is grammatically correct and follows the subject-verb-object sentence structure.
0	The sentence is not correct because it is a fragment. In English, a sentence must contain at least one main clause that can stand on its own and make sense. In the sentence "She asked was Alison coming to the party," there is no main clause. To correct this, it could be changed to "She asked if Alison was coming to the party."
0	The correct sentence would be: "They realized that Sir Thomas had never been so offended." The auxiliary verb "had" should come directly after the verb "realised" in this sentence structure.
1	The sentence is grammatically correct and follows standard English syntax and usage.
1	The sentence is grammatically correct and does not contain any errors.
1	The sentence is grammatically correct and makes sense contextually.
1	The sentence is grammatically correct and conveys a complete thought.
0	This sentence is grammatically incorrect. The correct sentence would be: "To whom did John send the book?"
0	This sentence is not correct because it is a fragment. It seems to be missing a subject or a main verb. To correct it, you could say: "The idea that the Dome was dull dismayed the Prime Minister."
0	The sentence is not correct. Here is the correct version: "He came right in without so much as a knock."
1	The sentence is grammatically correct and adheres to the subject-verb agreement.
1	The sentence is grammatically correct and expresses a subjective opinion about the book being boring.
1	The sentence is grammatically correct and uses proper punctuation.
1	The sentence is grammatically correct and conforms to standard English syntax and usage.
1	The sentence is grammatically correct and makes sense semantically.
1	The sentence is grammatically correct and uses the passive voice effectively to convey the action of the fugitive lying motionless to avoid being discovered.
1	The sentence is grammatically correct and follows standard English syntax and usage.
1	The sentence is grammatically correct and makes sense.
1	The sentence is grammatically correct and does not contain any errors.
1	The sentence is grammatically correct and uses the correct verb tense and punctuation.
1	The sentence is grammatically correct and expresses the speaker's expectation and opinion about the job.
0	This sentence is not grammatically correct. The word "very" does not fit in this context and seems to be a mistake. It should probably be replaced with "but" to make the sentence grammatically correct and meaningful: "Pat was awarded the Golden Fleece Award but was very upset about it."
0	The sentence is not grammatically correct. It seems like it's trying to convey that Kim was cruel to animals, but the structure is incorrect and there's a missing article before "cats". Here's a corrected version:  "Kim alienated cats and beat his dog."
1	The sentence is grammatically correct and uses proper syntax and vocabulary.
1	The sentence is grammatically correct and does not contain any errors.
0	The correct sentence would be: "I want to try to buy some whiskey." The word "try" in this context is a verb and should be followed by the infinitive "to buy."
0	The sentence is incorrect because the verb form "go" in the present tense takes the "-ing" form in the present continuous tense. The correct sentence would be: "She goes and buys some whiskey."
0	The sentence is incorrect because the subject, "Kim and Terry," is a compound subject and should be followed by a plural verb. The correct verb form should be "are" instead of "is."
1	The sentence is grammatically correct and makes sense semantically.
1	The sentence is grammatically correct and makes sense.
0	The sentence is grammatically incorrect and repetitive. Here is a corrected version: "Place a picture of Bill on your desk by tomorrow. The girl in the red coat will also place a picture of him on your desk by then."
0	The sentence is not grammatically correct. It seems to be a mix of two sentences, resulting in a sentence fragment that lacks a clear subject-verb relationship. A possible correction could be: "This girl in the red coat will put a picture of Bill on your desk before tomorrow."
1	The sentence is grammatically correct and does not contain any errors.
1	The sentence is grammatically correct and uses "deadly" as an adverb to modify the adjective "afraid," intensifying the degree of John's fear.
1	The sentence is grammatically correct and makes sense in context.
0	The sentence is not grammatically correct. It seems like there is a word missing after the "buy." A possible correction could be: "Which books about cooking does Henri want to buy?"
1	The sentence is grammatically correct and expresses a complete thought.
1	The sentence is grammatically correct and uses the correct verb form "loaned" for past tense.
1	The sentence is grammatically correct and follows the standard subject-verb-object structure. "The paper" is the subject, "is cut" is the passive verb, and "by Mary" indicates the agent or doer of the action.
1	The sentence is grammatically correct and does not contain any errors.
0	The sentence is not grammatically correct. It should be "Suddenly, two inspectors from the INS arrived."
0	The sentence is a fragment and is missing a subject and a verb. To correct it, you could add a subject and a verb, such as "The soup is cooking and thickening."
1	The sentence is grammatically correct and uses proper syntax and vocabulary.
0	The provided sentence is not grammatically correct. A proper sentence should have a subject and a verb, but this sentence is missing a verb. To correct it, additional information is needed to provide context. For example, "John asked a question."
0	The sentence is not grammatically correct. It should be: "I even saw the student."
0	The sentence is not grammatically correct. It seems to be missing a word, and the verb tense is incorrect. A possible correction could be: "John whispered that Mary had left."
0	The correct sentence would be "Mary wonders if Bill will come."
0	The sentence is not correct. It seems like it's missing a verb. A possible correction could be: "Sophie will go to the theater."
1	The sentence is grammatically correct and makes sense semantically.
0	The sentence is not correct. The reflexive pronoun "herself" is incorrect in this context. The correct sentence would be: "Mary's mother likes herself."
1	The sentence is grammatically correct and makes sense.
0	The sentence is incorrect because the reflexive pronoun "himself" should be "herself" to agree with the antecedent "John's mother."
0	The sentence is incorrect because the pronoun "himself" does not agree in gender with the antecedent "Mary," which is typically a feminine name. To fix the sentence, the pronoun should be changed to "herself" to maintain gender agreement.
1	The sentence is grammatically correct and makes sense in context.
1	The sentence is grammatically correct and makes sense contextually.
1	The sentence is grammatically correct and uses proper syntax and structure.
1	The sentence is grammatically correct and uses the correct verb tense and subject-verb agreement.
0	The sentence is not grammatically correct. A correct version could be: "John is proud of Mary."
0	The sentence is not grammatically correct. The correct sentence would be: "You should sit there."
1	The sentence is grammatically correct and has a simple structure.
0	The sentence is grammatically incorrect. It seems like it's missing a verb. A possible correction could be: "Everyone hopes that everyone will sleep."
1	The sentence is correct.
1	The sentence is grammatically correct and follows standard English syntax and structure.
0	The sentence is not grammatically correct. It should be "John promised Mary he would shave himself."
1	The sentence is grammatically correct and makes sense.
0	The sentence is not correct. It seems to be missing a verb or is not structured correctly. It could be corrected as: "I saw Bill while you saw Mary."
0	The sentence is not correct. It seems to be a mix of two sentence structures: "What Mary did was give a book to Bill" and "Mary did give a book to Bill." To correct it, you could choose one of these structures and form a complete sentence.
0	The sentence is not grammatically correct as it is a fragment. It appears to be missing a direct object or a phrase that would complete the thought and provide context to the sentence.
1	The sentence is grammatically correct and makes sense.
0	The sentence is not grammatically correct and seems incomplete. It might be missing a verb or a description of what Anson did or experienced.
0	The sentence is incorrect because the verb "kicked" is not agreeing with the pronoun "yourselves." The correct sentence would be "You kicked yourself."
0	The provided sentence is not grammatically correct. Here is the corrected version: "The book that I said I'd never read."
0	This sentence is not grammatically correct and does not make sense in its current form. It seems like there might be a missing word or context that would make the sentence comprehensible.
1	The sentence is correct.
0	The sentence is not grammatically correct and seems to be an imperative statement or an instruction. To make it grammatically correct, it should be phrased as "Kick!" which is a command telling someone to deliver a kick.
1	The sentence is grammatically correct and conveys a complete thought.
0	The correct sentence would be: "Whom did you get an accurate description of?"
1	The sentence is grammatically correct and does not contain any errors.
0	The sentence is not a complete thought and does not express a complete idea. It seems to be a fragment of a larger sentence or thought. To correct it, additional information is needed to provide context and complete the idea. For example, you could say, "The government's imposition of a fine on companies that violate environmental regulations is a deterrent to future misconduct."
1	The sentence is grammatically correct and does not contain any errors.
1	The sentence is grammatically correct and makes sense in the context of a conversation.
0	The sentence is not grammatically correct. It seems like a sentence fragment, as it is missing a verb. A possible correction could be: "Anson demonized David every day."
0	The sentence is not grammatically correct. It should be: "Is there a program about Euripides on Radio 4 tonight?" or "There is a program about Euripides on Radio 4 tonight."
1	The sentence is grammatically correct and makes sense in context.
1	The sentence is grammatically correct and makes sense.
0	The sentence is not correct. The adverb "Extremely" does not agree with the adverb "frantically." To correct the sentence, one of the adverbs needs to be changed or removed. For example, "Frantically, Anson danced at Trade" or "Anson danced at Trade with extreme frenzy."
0	This sentence is grammatically incorrect. It seems like there might be a missing word, and the sentence structure is unclear. To correct it, it could be rewritten as: "What did you ask whom Medea gave it to?" or "Whom did you ask about what Medea gave?"
1	The sentence is grammatically correct and expresses a complete thought.
0	The sentence is not grammatically correct. A possible correction could be: "Medea tried to get the nurse to poison her children."
0	The correct sentence would be "I felt that I knew you." The verb "know" should be in the past tense ("knew") to match the past tense of the verb "felt."
0	This sentence is incorrect. The correct sentence would be: "Will he be able to do it?" or "Can he do it?"
0	This sentence is not correct grammatically. It seems to be missing a word, and even when assuming an omitted word, the sentence structure does not make sense. A possible correction could be: "I knew that she had eaten and was happy."
1	The sentence is grammatically correct and makes sense.
1	The sentence is correct.
0	The sentence is not grammatically correct. A correct version could be: "Gilgamesh has fought the dragon."
0	The sentence contains a grammatical error. The correct sentence would be "Anson thought that he was happy." The reflexive pronoun "himself" is not used correctly in this sentence as it should be used only when the object of a sentence or clause is also the subject.
1	The sentence is grammatically correct and does not contain any errors.
0	The correct sentence would be: "I might not be going to the party but might be washing my hair." This sentence uses the correct form of the verb "to be" ("might not be" instead of "might be not") and includes the word "might" before "be washing" for consistency and grammatical correctness.
0	The correct sentence would be "I thought he liked me." The word "myself" is a reflexive pronoun and should only be used when the subject and object of a sentence are the same person. In this sentence, the subject is "I" and the object is "me," so "me" is the correct pronoun to use.
1	The sentence is grammatically correct and makes sense semantically.
0	The sentence uses too many verbs of perception, resulting in an awkward and unnecessarily wordy construction. It can be simplified to "Jason appears to be sick."
0	This sentence is grammatically incorrect. The correct sentence would be: "To whom did you ask a question?" or "What did you ask the person who saw?"
1	The sentence is grammatically correct and makes sense in the context of linguists enjoying discussions and debates about language-related topics.
0	The sentence is not correct. The correct sentence would be: "He will be able to go."
0	The sentence is not grammatically correct. It seems to be missing a verb. A possible correction could be: "How fierce was the battle?"
0	The correct sentence would be: "Of which king did you ask which city had been invaded?"
0	The sentence is grammatically incorrect. Here is the corrected version: "It is some disgruntled old pigs in those ditches that humans love to eat pork from."
0	The sentence is not correct. In the sentence, the banana is being described as the agent (the doer of the action) and the monkey as the object (the receiver of the action), which doesn't make sense in this context. To correct the sentence, the subject and object could be switched: "The monkey is eating the banana."
0	This sentence is not written in proper English and does not convey any meaningful information.
0	The sentence is not correct. The correct sentence would be: "It stinks that Aphrodite is supposed to be omnipotent."
1	The sentence is grammatically correct and expresses a complete thought.
1	The sentence is grammatically correct and uses proper punctuation.
1	The sentence is grammatically correct and uses the past perfect tense ("had poisoned") to indicate that the action of poisoning happened before the past event of wondering.
0	The sentence is grammatically incorrect. The correct sentence would be: "I inquired as to when we could leave." or "I inquired about when we could leave."
1	The sentence is grammatically correct and conveys a complete thought.
0	The correct sentence would be "The monkey is eating the banana" or "The monkey ate the banana". The original sentence is not grammatically correct and does not make sense.
0	The sentence is grammatically incorrect. A correct version could be: "I would like to be able to swim."
1	The sentence is grammatically correct and makes sense.
0	The sentence is not grammatically correct. It seems like it is missing a verb. A possible correction could be: "The bookcase ran along the wall."
1	The sentence is grammatically correct and meaningful.
0	The sentence is not grammatically correct. It should be "Anson became muscle-bound."
